x,y,z,v,roll,pitch,yaw
15.90694553146754,10.711575473953214,7.2421627179817065,13.350783051814641,2.388124903764841,-0.2788723477191672,-0.09531987409042308
4.413795912804224,18.09942859443923,10.448913590601265,9.500479370718224,2.159762220415032,-1.0890994902919586,-0.1351463436053135
-3.6730427353959625,22.79656435793137,21.764008563385033,8.41577331165961,2.50192316484235,-3.1940517772676613,-0.4022815931871925
-0.504899929204317,15.215707825178061,23.241090156971637,10.820446120542423,1.116252037113368,-3.7657013500641927,0.29999987824407226
-14.804708600223684,-0.9578276611752772,11.337590279994261,8.892106521193872,2.186566187488573,-4.19200238799292,0.5346271539076469
-16.68231691768413,-16.55805298133287,-5.370976529758934,5.069099625976934,2.931350552230337,-4.505989021984668,1.3477372011516155
-25.612516361454055,-28.358501615111273,-33.85452820364689,7.735991879622862,2.729811106789907,-4.230458694115074,0.4690352319895207
-39.52969574391345,-33.067064744601105,-69.6407788370849,8.263653531101905,4.5846886142081775,-2.181627028659361,0.44853271623047775
-73.15537262405049,-13.36627543626464,-62.74858392833337,8.637415284252153,4.796346264729114,-2.3745946745752606,0.5348949781740979
-106.50653679606367,-32.67534299247918,-28.007474065357158,7.685089846964537,4.7200344766266245,-3.136296880890775,1.3732820906542027
-184.93951736735022,-26.782525499051914,36.424414864725186,7.660574805085524,6.877187398397386,-4.702095673858357,0.3615423890770746
-224.55399050638346,-60.880492805532874,-46.16967501611191,6.636912298878691,7.468800594515911,-4.832532791370136,-0.08888117735803502
-237.42937226260705,-124.09259661583229,-15.595486778447992,7.07974008724667,6.215255332365151,-5.024368733958454,-0.08561022309948015
-262.0831447765682,-210.4443172166567,-173.01560174684556,6.912885511861518,7.532284426139572,-3.966156485003145,0.6603887039925692
-162.2497888045899,-334.3802047068504,-64.02061662677994,8.645900146200674,7.137838684832153,-3.31067160401105,0.24118023752864376
-171.53160338016903,-355.5206503859662,-9.347104070521368,10.966810949131158,5.949308963047227,-4.030191074418052,1.3297860323588564
-265.8330674354269,-446.3167851744542,135.32027972523213,9.45126273517215,7.057776073517607,-3.811961721301891,0.8287237855474742
-406.8256186246438,-514.3921543062091,185.31697657818955,8.960462578488787,6.507372699534145,-4.949788814865821,1.0729148748966983
-566.562259685252,-426.73861275255683,304.22393673131046,9.003271171263364,7.926149784918211,-4.4068643211645,-0.19782281175621996
-223.61516042775307,-475.5077405533535,521.9313567050607,8.57998343756391,8.583171305752492,-5.620312576601979,1.0958627682557738
189.79914353611477,-224.3040108703081,593.4475884083338,9.095944689541312,10.65787775184429,-6.41598622228952,1.015792649933982
112.94033806236887,99.60167336844967,553.1837411165067,10.144686917737403,10.304425946645711,-7.712135099859006,-0.3928257000307209
180.91372422659055,154.70261807312005,497.13626451685434,9.404829476890853,11.74527901675004,-7.625150273212689,-0.9427787648451915
128.12471110724553,230.40792838326365,600.4604306692731,13.451944881006398,11.588888801299227,-6.127266094573752,-0.9227756239568244
548.6204739093336,63.38538864205461,60.47255209111859,12.968315856086377,11.18430286940356,-6.428410025799329,-1.465006382452764
651.5423239325153,257.08697285799644,189.70051421905964,11.578464566002935,11.63258819569907,-6.410932651619398,-0.6463032066505369
832.2532875655659,-141.24046773464545,527.956407826123,10.071280053940342,14.044434415512884,-5.840614686720092,0.31162759946828456
721.7631783804965,-78.27218476844416,884.6047439157088,8.526154463012688,12.589291761336838,-5.38245905618996,-0.3148769388025159
424.1288278427984,427.62185621182107,1242.1404121270068,6.296311593855222,12.819793647931288,-4.957111096857509,0.3759758486796796
-249.74798160525017,289.3998931129391,1687.2260178832614,8.120582870455593,12.494923325329541,-1.5378917672657817,1.8559670312183714
219.6208254174495,52.5084379261047,1785.8837583855222,12.962377918605142,12.885009836830285,-1.4490221356487667,0.5034195261073722
-27.653017616441275,-18.603540630585908,1208.404912451469,16.15930227641175,12.476880071910081,1.208330568000291,0.2728779564006969
21.49010818681205,-67.97550379716745,1119.4341136793628,19.727946590510015,13.224483793421168,-0.8138790885312669,-1.602134316493103
122.24446715356183,-62.60281424314809,1308.675540845063,20.148955853551655,13.071285333680555,-1.5747091421906456,-1.636003591308926
-758.7517994418716,254.43020687072806,1150.796840675774,19.0811852234948,12.845014905165245,-1.1202608792240845,-2.860225610626437
-693.3545671534263,460.0758676802333,842.0253422145901,17.704006375107497,12.464320645087831,-0.27190558376779395,-1.341675957049705
-329.5513367198007,303.35937590819617,658.6781944634362,18.70740144842273,12.480878180084423,-0.1245871102394176,-2.1182254365425988
106.38003994329965,222.18912071539012,507.00365939763196,20.970855317399298,13.550984728968661,-0.6931076829566449,-1.651673536290248
33.57179597739548,-258.8549591004546,86.57558442542242,21.98005542534122,13.354718627166875,-0.2630077595223024,-1.3790234958558094
-224.03132367700954,-699.5651508374474,-141.28723417497116,19.248308286698773,13.454464777869182,-0.12494902243946449,-0.8458616995168842
68230.71032303038,-182577.88762407753,-646559.6972204573,-1349955.7732470934,21.069440112503685,-1.7512972859799576,-10.800338490752415
-13282.201325602306,520335.3604765005,-1928077.7044886707,200043.56027537957,32.54516491751565,-0.8743629210980595,-16.73003485900672
635200.0471679089,-205154.39694422425,-1396557.243595696,200049.37625426846,34.991328703026234,1.8526556564923382,-29.677621683002098
56323.388666873594,-216667.20422046783,-656326.8389580041,200054.0374066853,37.88581748673505,-1.1190658810007388,-31.90630994113369
-129762.84106278257,-385713.30063351535,-196553.61327006365,200058.0368169857,39.326317574538756,-0.24853229040242297,-30.196286340462475
-1129176.3248585633,-13496.444419317413,276587.7073261192,200060.3553505083,39.188634683557424,-1.9833922577179788,-29.879347783584045
191435.4307320076,-320485.0045431773,850906.5636003779,200057.88225224183,29.795937085615307,-6.656109805833853,-38.10407232094616
101886.82680770924,-183333.13502858533,-580073.6174550714,140060.2658813259,29.39171062751194,11.005301120744193,-35.9211364072671
138348.44225471158,-76339.28520601476,-271519.0770066809,10061.68368547859,31.958303284614882,5.929196068641024,-34.76298225369588
72220.47555930534,-23147.14215609536,-119648.13664503559,64.01746321436224,31.80153443288124,5.358854528466494,-34.64121478219381
27743.54039558035,-538.148510913481,-108941.6445709577,63.829141898487535,32.10376480561498,4.655210297377862,-34.81051315227284
8653.420615846699,-38092.00349012599,-96955.02730686864,62.301663476568706,29.889101240122425,4.881966650692443,-32.588073287571255
-33083.02718598145,-11823.702876069583,-79653.6522739823,64.63269420503286,30.387376587456203,4.005879364890671,-32.60184355907514
-60740.243830910535,-19445.38515038439,-37306.247777420154,66.43571640701072,31.814682524433834,2.333912469274716,-32.36023970262371
-69043.1012078345,-22046.01478050393,-27702.46891793597,68.47424649497816,30.896534585625467,1.37706732625389,-32.56185595480788
-65686.00473445316,-14105.177262131125,-14523.985991048452,68.30735989687423,31.543933726131293,0.14035089949527002,-31.530094656169496
-34745.80121490377,-11209.052372126258,6140.41706943803,69.81039563440936,32.527787384182204,-1.3335228869905214,-30.69655287828185
-42036.736491779855,-12148.966286900803,-6058.8011953128735,71.70128203322062,33.57559822364526,0.21583203102815363,-30.66056188846429
-34761.59163094795,-23301.995409155847,6889.939238352235,73.45587995365074,32.781307027520356,0.49599719704558654,-30.659211412927547
-31176.271703019505,-4136.731730032247,6947.521018969128,78.10356223885174,31.984513684488057,-0.4381852697849582,-30.660506178481853
-29020.075719762302,-8096.24005524267,18703.48579922394,77.09482171004254,30.640209795489604,1.1323755617449125,-30.654333644655818
-21883.981487744313,-9923.207003883901,28435.941043602303,75.14731504408198,29.317690706331668,1.7880140190662428,-30.315067316597
-19504.584633783088,-13560.059288495453,17914.483495696273,75.93672223957577,29.819240380065096,-0.4139391529596139,-30.524295547574347
-16848.51259125129,-9677.820300544961,20536.55025834992,76.56470013874659,29.997033905858697,1.1391364858002482,-30.722138541870663
-16513.016111231467,-3598.497500780155,10557.20125739061,78.64647298017726,29.630515966761955,-1.6077384295326334,-31.60232200458156
-20920.20005039283,-5202.367391550448,12952.017126507417,78.44239453177707,28.939001975962572,1.317211667928226,-32.369276200831706
-22829.588592117245,-7475.210410366184,7074.015399327443,79.3622553993043,28.88199313728303,-0.07154390747078909,-31.73050408364905
-26402.5394753234,-525.9745950383367,12792.027973667602,79.26868824634991,26.268264366653,2.8131509146780567,-31.621074072560255
-33973.514218393306,1260.437934440095,2463.5248779637623,83.01285469141064,25.264383073564684,-0.6186986947989901,-30.107988729464896
-31595.18215279217,-2363.000734827714,1530.106455290981,80.93392661023455,25.70942493194506,0.4403206989117837,-30.87593995459049
-24603.089264217764,2532.516500664875,6067.922222493042,80.79367981051485,23.766348592287436,0.5939906641286637,-29.75932595591896
-25770.22008393408,-53.15633382857777,12653.84114640794,79.91860717342337,23.84358475504242,0.24109047259777627,-28.52606532430134
-24044.391586146725,905.1863722665003,10792.451491975517,80.28068603107155,23.3946282119368,1.5894775290783933,-27.02600978195538
115155.26557341596,-39103.833615407,-177753.87875303547,-474925.28773663053,23.6665610168058,2.2009326839275087,-25.252944038979617
240995.95497255292,-126128.41174980986,-731381.740081735,100069.62918551208,23.222062744543372,5.040591028863196,-24.467848172001343
137260.79413851813,-979158.1184067576,-165814.98577666335,100064.45122385782,20.518989788488195,7.788019674419894,-28.480107672282195
-122300.75178118068,-440107.00658685813,-93377.26405356656,100064.73175885173,20.419671946757035,4.468631270846997,-31.247108904583087
33928.16025752376,387931.85607878293,128263.664354017,100057.33492100633,50.013995916150094,8.702052813809283,-20.59642663602386
-169861.88905727793,334556.30198709643,19040.320623893756,50059.36542843254,48.594789523545145,4.032231886272239,-9.314137409077683
-188385.5601277901,130809.5917462188,-319622.603153432,10060.156816115272,38.9220359360622,-5.932373805205232,-8.725933190992778
-153455.2764502238,130419.92590175619,-185734.82879366237,10061.45505675122,41.09324992513285,-10.481061613662774,-9.387057748866228
-160009.56583742017,50068.14683358456,-104566.05322287814,5061.791629460916,40.293746049171354,-14.139549931305687,-13.38275467946735
-84198.94054368866,-42677.551679231954,-138337.5318104179,67.40504405591041,37.908513954563894,-12.236360701023898,-15.45326478969777
-76959.83599939256,-55902.73480372084,-114897.3764851446,66.80507472987313,38.94552663133182,-13.525151176068103,-15.621085347258063
-52827.94102623209,-26640.455055801023,-72314.49069091503,66.22595470378134,39.62683190694152,-13.479946520140421,-17.238618367582077
-52875.554691533674,-38808.01200130404,-50602.13122791133,66.25510808683057,38.75424310926624,-15.855302074822614,-15.986015868865874
-47788.815786448366,-45216.38314392834,-26690.68560116028,60.90586671291125,38.53684679272847,-15.86385356484159,-17.284922608557096
-49017.476432976895,-67260.88089559885,-33757.14099956548,60.86532923901723,38.17003689096683,-16.486289111553134,-16.032885298120448
-42590.86810476455,-66933.80388978671,-17126.96932880371,60.662640682332324,38.12508512046167,-16.68218211864062,-16.6792793960829
-22086.11859491025,-39012.16319606619,-46149.636189106735,57.3963034150167,38.81023737642906,-15.559710756402733,-16.371405300545575
-11660.712721372547,-36164.46268846246,-33549.787623685086,55.3790243971971,39.88430087572887,-14.932530426313392,-15.55701095147705
-9667.129413950315,-39711.80334405834,-32475.908398825442,54.25892331162783,40.54645554557721,-14.205788709276716,-15.806985403409819
-4756.551240550703,-30206.1920117205,-35638.46508968691,52.57948229334527,40.21295868606571,-13.355683599972929,-15.408236120031539
598.4658933701576,-34236.533896754176,-26387.620350702666,48.55831988884791,42.22536806732012,-13.233053748815376,-14.847628608883213
-5755.101256492955,-27471.08277577415,-29203.726323733572,50.676096235998344,42.67445432435117,-12.108114149375549,-14.496707416204275
-8343.819426116126,-21384.588198751793,-27579.718511859537,47.17338067905966,42.38624229763084,-11.8328606114257,-15.208827481025997
-15591.837805828429,-18010.164837901102,-33564.620544240344,43.934251904358035,42.67967718039103,-11.306660049485892,-17.2442835712856
-19067.972763280035,-9960.52301479585,-21271.54272512917,43.68336333284173,41.417734802037664,-9.652037551670182,-17.25293154589588
-13478.785002451332,-1067.7945686551684,-27082.499844759004,46.26606925630992,40.856624174189896,-10.207854592240947,-18.015383296177582
