x,y,z,v,roll,pitch,yaw
15.522455940207808,10.523630632534445,7.242367339330758,13.273885133562695,-0.38772836875968686,-0.27887877205691874,-0.09531987409042308
3.961614970576659,14.489093262184047,15.691953430442387,9.600468374245038,3.9358558839664917,-1.8983376607243048,-0.1351463436053135
1.090502393733092,26.500401094301445,11.34744561325493,9.260566684214671,4.566293842762104,-0.8409498734622431,-0.4022815931871925
17.479761449493143,14.53407703313362,13.786182269775578,11.752647661879685,-1.0894653524338915,-2.2407462174927693,0.29999987824407226
17.13107508991428,-3.5732613785220293,-5.372439829578106,9.670367299372401,-1.1393052585404226,-3.706526782319936,0.5346271539076469
26.8660612538759,-5.324831362733452,-30.42139392160459,6.038226128005503,-0.19099054345183264,-3.4446113558362925,1.3477372011516155
35.18401975469487,-3.6450260749413284,-73.09844604326742,7.159189924534491,-0.28885020798527483,-3.2906962617351305,0.4690352319895207
173.56071604197976,174.9012905450232,-36.28124640204079,6.049868775895174,-3.5050219307352375,-7.904780608395534,0.44853271623047775
17.86101043444873,196.4752065418851,-138.34720354655963,9.648243178852727,-6.003707237254048,-4.07354407868289,0.5348949781740979
205.6460698292565,-167.51487751904983,100.80429864602684,9.762016395742044,6.199140563662709,-15.268182650030353,1.3732820906542027
-8.370826064119782,-94.21896832791734,204.92308207084943,9.80644752568901,4.533693951251116,-21.104902860759175,0.3615423890770746
102.19300214446267,58.376461481264464,3.845124498894357,4.752971803226451,4.400291505676353,-24.253179190410954,-0.08888117735803502
-237.88170947302635,-194.283702481876,403.5680098658717,6.8967524630282,-4.107731880321846,-35.306080315902236,-0.08561022309948015
217.4421132280571,-124.04256558453146,-424.0326030951559,0.5023743838733168,-2.7323872579635093,-25.786154671368145,0.6603887039925692
434.190856229813,-5.776019858992447,-20.87002685545528,3.5396124248918994,-22.681647643587755,-18.422065251274034,0.24118023752864376
323.4977161693001,365.1236706157845,-332.2655305382099,10.810634279746836,-21.97087284896361,-23.21237287926955,1.3297860323588564
-510.71012868846714,-907.3296798338091,644.252599562414,9.520032743063297,-11.487916187969988,-42.82221192175442,0.8287237855474742
-344.3559044477685,-51.47237101361296,-156.18847976696355,11.806605484860441,0.723156992156424,-56.98226491966498,1.0729148748966983
