0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
4.973364851690352e-05,0.0,0.0,0.0,0.0,4.0782649090913495e-05,0.0,0.0015616316808823956,0.0,0.0,0.00010046249145312891,0.0,9.946729703380705e-06,0.0,0.0,0.0,0.0,3.1232633617647918e-06,0.0,0.009849246820594517,0.0,0.0,-3.1541429056676294e-06,0.0,0.0,0.0,0.0,0.0
2.9258938648584552e-05,-8.464427267168279e-08,1.066709134994938e-13,-0.0001854394465834651,-8.464427267168283e-08,2.6770357733117105e-05,1.5638542127489635e-14,0.003737001503265847,1.0667091349949374e-13,1.5638542127489635e-14,5.0853286438949216e-05,-3.8661212522654674e-17,7.971143905150983e-06,2.965773497981544e-07,-3.468283971050924e-13,3.698706094032221e-10,-3.708788931669303e-07,7.474003006531693e-06,-7.732242504530931e-20,0.003948028219599032,-4.390963469524886e-13,-2.451803926322636e-14,-7.5885257010350335e-06,1.0198097861956248e-17,0.0,0.0,0.0,0.0
5.462005600841219e-05,-2.829596341269765e-06,1.3708131299348998e-07,-0.0005036596969508029,-2.8295963412697645e-06,0.0001288622395463979,4.278791775769605e-09,0.013889171599253349,1.3708131299349e-07,4.278791775769604e-09,0.0001604159963254436,8.898250251188084e-12,1.4859590192679116e-05,5.128635451662122e-07,-1.553946855383426e-08,7.039865343874664e-10,-1.0073193939016056e-06,2.7778343198506697e-05,1.77965005023762e-14,0.004893963556752,-4.4246551828373935e-08,-1.4080604655981185e-09,-2.8253572019205212e-05,-2.7288563153737366e-12,0.0,0.0,0.0,0.0
0.00010590227231488438,-1.634058841088662e-05,-3.1460132924836723e-06,-0.0011080692493982932,-1.634058841088662e-05,0.0007022788595337936,-6.407287856217368e-08,0.04076415457893338,-3.1460132924836715e-06,-6.407287856217369e-08,0.0007557300341142435,-8.441725134172957e-10,2.635021968871999e-05,7.783033640590617e-07,7.75506054328453e-08,-1.7865821977632305e-09,-2.216138498796586e-06,8.152830915786676e-05,-1.6883450268345938e-12,0.006479305492564007,4.274403922048388e-07,8.980319301614748e-09,-8.325084043835342e-05,1.0475439319485285e-10,0.0,0.0,0.0,0.0
0.001015034720724413,-0.0006408876439873258,-1.461480120739075e-05,-0.022702555412612655,-0.0006408876439873258,0.014814424513198976,5.834224053380831e-07,0.48268453150091883,-1.4614801207390744e-05,5.834224053380832e-07,0.01588229410555276,-6.313307251767667e-07,0.00022039188895901392,8.979133642413112e-06,2.3817880119912278e-07,6.688621148194146e-07,-4.5405110825225295e-05,0.0009653690630018375,-1.2626614503535338e-09,0.04125147648128076,8.465456686194487e-07,-4.394272899889532e-08,-0.0010263449505130621,4.158585387589317e-08,0.0,0.0,0.0,0.0
0.00398916184940987,-0.009729366416911947,-0.0008857356221851768,-0.21619428649460112,-0.009729366416911947,0.05745831800291813,-0.0002807937194680943,1.1640035821227501,-0.000885735622185177,-0.0002807937194680943,0.06707937980276137,0.0001431203547737109,0.00043473584377006153,5.444987515091305e-05,4.286086213036621e-06,3.314258460375387e-05,-0.0004323885729892022,0.0023280071642455,2.862407095474217e-07,0.06218612118052365,3.8971007856544954e-05,1.2337720304065389e-05,-0.002687375690627114,-6.283866600919172e-06,0.0,0.0,0.0,0.0
0.006897674182367858,-0.014479373967010305,-0.001942264473573454,-0.22922739793418323,-0.014479373967010307,0.03888207357282835,-0.0012504343315375896,0.5592765342097058,-0.0019422644735734536,-0.0012504343315375894,0.053422903341109836,0.00033699366713564887,0.00017150420923457905,4.553350685023871e-05,5.505212681979725e-06,2.4497615367059236e-05,-0.00045845479586836656,0.0011185530684194116,6.739873342712974e-07,0.02142012998691597,5.566442613956074e-05,3.605524863902471e-05,-0.0014149914038399584,-9.599155867549948e-06,0.0,0.0,0.0,0.0
0.00806772640483049,-0.01246874776012066,-0.0036928211706613624,-0.14969563741221809,-0.01246874776012066,0.024048527479406497,-0.003032494430613297,0.25790051885083726,-0.003692821170661363,-0.003032494430613298,0.037259121329219574,0.0003938535537271033,6.455388359675302e-05,2.500009330382454e-05,6.267964579404859e-06,1.0845199046569097e-05,-0.0002993912748244362,0.0005158010377016745,7.877071074542064e-07,0.0074265469813412106,7.451746087089276e-05,6.142501364627927e-05,-0.0006938194722212301,-7.70124505375897e-06,0.0,0.0,0.0,0.0
0.04232231428439749,-0.057922151602595326,-0.025986851942543535,-0.5149827954528812,-0.05792215160259531,0.10751325909159987,-0.01827755854506826,0.8455737343972348,-0.02598685194254353,-0.018277558545068254,0.1635251287003086,0.0036793372959825488,0.00019342624420660108,8.923790667002419e-05,3.1842663277561e-05,5.3893488623468354e-05,-0.0010299655909057626,0.0016911474687944699,7.358674591965096e-06,0.018270620058977352,0.0003814185564976982,0.0002668172720995157,-0.002226916761481436,-5.0856473045494475e-05,0.0,0.0,0.0,0.0
0.03286853733698047,-0.040471914937681853,-0.02509836979022753,-0.2790999034449302,-0.040471914937681853,0.07797598464485768,-0.015936413672596773,0.4641268571404784,-0.025098369790227518,-0.015936413672596773,0.11378011299888467,0.002273474666966862,9.293379062591886e-05,4.695162520083917e-05,2.1838665956491975e-05,2.6088495335929095e-05,-0.0005581998068898602,0.0009282537142809567,4.54694933393373e-06,0.007675523643904646,0.0002799045603895869,0.00017634873355870233,-0.0011834918704427403,-2.2240744612718788e-05,0.0,0.0,0.0,0.0
0.09490823011229373,-0.10798803420187857,-0.044361476555489394,-0.6066056244359133,-0.1079880342018786,0.15835455884727945,-0.030448564555340698,0.7750626235337508,-0.04436147655548939,-0.030448564555340694,0.2614116630830856,-0.00038709501220566243,0.00016752396593225206,0.00010857151062363576,3.9697940033172074e-05,6.310672156455343e-05,-0.0012132112488718258,0.0015501252470675009,-7.741900244113179e-07,0.011310229189449355,0.00035512325649746015,0.0002450685853205811,-0.0020898652826364652,5.72475782823277e-06,0.0,0.0,0.0,0.0
0.1090147532168266,-0.12841019183219185,-0.0078871052812554,-0.5795175220302721,-0.1284101918321918,0.1659895456351234,-0.0002578958368037551,0.6873600567702878,-0.00788710528125539,-0.0002578958368037462,0.28587041180257355,-0.006355003028410792,0.0001643329788437933,0.00012153451383747961,1.578738527110996e-05,6.915187700861768e-05,-0.0011590350440605433,0.0013747201135405759,-1.2710006056821576e-05,0.009037437729457696,-1.8228990186235068e-05,-5.706874686840053e-05,-0.001869385926534451,4.354084855780649e-05,0.0,0.0,0.0,0.0
0.07257500395372288,-0.08486928196051005,0.003529274969530283,-0.3107795320029203,-0.08486928196051005,0.10779663032373617,0.005003494546293536,0.3700125948652784,0.003529274969530284,0.005003494546293538,0.18457003296592875,-0.003952965916388774,8.200290056223826e-05,6.555706266494937e-05,2.9319748536333174e-06,3.140445116208236e-05,-0.0006215590640058405,0.0007400251897305568,-7.905931832777543e-06,0.003993168982349643,-5.15574887158543e-05,-5.275912192255186e-05,-0.0009925329539359398,1.9610796993275955e-05,0.0,0.0,0.0,0.0
