bearing_x,bearing_y,bearing_z,nacelle_x,nacelle_y,nacelle_z,label
-0.002788067,-0.012923954,-0.02516831,-0.027583603,0.0028005533,-0.023508616,1
-0.01064306,-0.015312999,-0.02573085,-0.0018806843,-0.012685966,-0.011318836,0
-0.016263759,0.0064891097,-0.0043668444,0.009091929,0.016149228,0.11600534,1
0.00067996257,-0.01067423,-0.020936985,0.062501155,-0.026030345,-0.055739377,1
-0.0071847746,-0.0034854335,-0.011861515,0.0133833205,-0.0045802174,0.032882385,1
-0.024912903,-0.014138694,-0.02621276,-0.0030245266,-0.011778063,-0.026505837,0
-0.020689268,0.01202187,0.0012726422,-0.018116519,0.02949657,0.109946266,1
-0.017233439,-0.01390892,-0.024399323,-0.0013868832,-0.0029922358,-0.037185635,0
-0.02241917,-0.010730154,-0.02010885,-0.020271648,0.003610774,0.0021418617,1
-0.013830339,-0.016086515,-0.024583668,-0.01964209,-0.007139742,-0.01190005,0
-0.012697079,-0.012740001,-0.023850089,0.010273188,-0.013075712,-0.016744375,1
-0.016645929,-0.006469287,-0.013911046,-0.01505021,0.005495218,0.0076408377,1
-0.0030403573,-0.009055362,-0.015943937,-0.042968437,0.012123925,0.006278241,1
-0.056946054,-0.011242138,-0.02345292,0.008014951,-0.0059222593,-0.04213858,0
-0.013132519,-0.015453129,-0.023866082,-8.455947e-05,-0.0118703,-0.013244533,0
-0.019708056,-0.015791515,-0.026149621,0.03653608,-0.010961067,-0.07430277,0
-0.0056609656,-0.012697977,-0.02257124,0.0002751649,-0.011415571,0.018962074,0
-0.0061327666,0.0070450054,-0.0042523257,-0.0061955703,0.014714266,0.08551992,1
-0.00071478926,0.0046505816,-0.0049549323,0.028796837,0.0025279378,0.068387784,1
-0.014574897,-0.016563047,-0.024707127,-0.0497517,0.012447426,0.0059943693,0
-0.0040732576,-0.012054751,-0.021804867,0.00010339435,-0.0058818776,-0.014520485,0
-0.04130128,-0.005053654,-0.013692847,0.063108996,-0.025357207,-0.012874295,1
-0.016679268,-0.009178389,-0.013775433,-0.056506578,0.005647383,0.08126027,0
-0.0014425648,-0.01460502,-0.024840696,-0.009547175,-0.0071266415,-0.03734067,0
0.0053948225,-0.007065626,-0.015999466,-0.026562927,0.005550481,-0.0033493848,1
-0.0047607366,-0.008082215,-0.018176246,0.02369036,-0.0067559085,0.0066167424,1
-0.0110877715,0.0011955621,-0.010235437,-0.048245672,0.023011025,0.077245474,1
-0.009084481,-0.0034468684,-0.011238635,-0.0011545271,0.008605455,0.06639406,1
-0.015560068,-0.015389059,-0.027008826,-0.008113884,-0.010387521,-0.024272492,0
-0.013781066,-0.015368218,-0.02442837,-0.0030831636,-0.0117534865,-0.017583191,0
-0.013795839,-0.01779931,-0.027101343,-0.009279488,-0.016369455,-0.01705458,0
-0.0052168225,-0.009058684,-0.017878402,0.051133353,-0.022649148,-0.013143614,1
-0.0020248157,-0.0063777287,-0.018248502,0.082608454,-0.03364643,0.0034822968,1
-0.0054156766,0.00855732,-0.0023777506,0.0015734285,0.018525802,0.08466508,1
-0.022754626,-0.002084578,-0.0147839375,0.11751722,-0.039078746,0.023134517,1
-0.0028219363,-0.008271764,-0.016174108,-0.048952837,0.01662068,0.055330887,1
-0.016639663,0.012940077,0.0007212993,0.017536473,0.014212638,0.14399981,1
-0.018357936,0.0063165957,-0.0057869563,-0.06742625,0.038559955,0.11287573,1
-0.012458081,-0.016665453,-0.028153019,-0.0400618,0.0006148569,-0.009244267,0
-0.051575333,-0.011872811,-0.019506594,-0.032337435,-0.009410978,-0.014832129,0
-0.015425483,-0.016339544,-0.025172642,-0.02753448,-0.003722214,-0.029901883,0
-0.0034750933,-0.012572401,-0.019509844,-0.0073947795,-0.0033465116,0.0046175364,0
-0.008526537,-0.015109061,-0.023635877,-0.030004263,-0.0044863652,-0.023439242,0
-0.0010123197,-0.00030721145,-0.010327394,-0.023436299,0.016800128,0.08184356,1
-0.017671276,-0.00024287644,-0.011696851,0.029180482,-0.0043076715,0.039993953,1
-0.038312986,-0.0037686175,-0.013991191,0.05863724,-0.023217786,0.011963477,1
-0.0045943586,-0.0053113326,-0.016620405,-0.044027146,0.01257163,0.0150276,1
-0.00475994,0.009228604,-9.272672e-05,-0.007330695,0.022998618,0.08707025,1
-0.005482221,-0.016300088,-0.026367262,-0.0696409,0.0028086414,-0.00048646936,0
-0.002954112,0.0022903648,-0.007821808,-0.0053811083,0.019671867,0.11570974,1
-0.012265771,-0.018782668,-0.027971651,-0.09631898,0.015781814,-0.003196702,0
-0.014773452,-0.015677674,-0.024013292,-0.049930688,0.0077368123,0.002857665,0
-0.0019680818,-0.015766308,-0.02141058,-0.0054506115,-0.003928381,-0.02609777,0
-0.0352872,-0.012720568,-0.021728277,0.0077392356,-0.009142457,-0.01601391,0
-0.0021353296,-0.0094111245,-0.017586261,-0.04322039,0.008282828,0.0018188444,1
-0.0042888275,-0.011824999,-0.021677244,-0.03402299,0.002442394,-0.06966228,1
-0.01723573,-0.007013272,-0.014222789,0.0046397545,-0.0009360374,0.011870908,1
-0.017838012,-0.016418625,-0.031594004,0.022368353,-0.010373688,-0.06346774,0
0.007651634,-0.014801303,-0.024273992,-0.0073703537,-0.0012975315,-0.027565287,0
-0.009114803,-0.013178985,-0.021915648,0.012665368,-0.007636751,-0.033933055,0
-0.013289715,0.037697643,0.030684972,0.05709531,0.046882987,0.24106376,1
-0.01846704,-0.013053053,-0.01637426,0.005463566,-0.0045235315,0.0007529392,0
-0.0035831076,-0.016265359,-0.025061693,-0.020047165,-0.0007801161,-0.02141733,0
-0.012877874,-0.014945243,-0.025394129,-0.0065287566,-0.008003358,-0.045992706,0
-0.003186762,-0.006140536,-0.013724298,-0.051094707,0.014832958,0.016177246,1
-0.036349818,-0.0050657312,-0.012105259,-0.02203153,0.0067503606,-0.01772214,1
-0.0050715986,0.0041411794,-0.0065400954,0.06715865,-0.00728014,0.08226143,1
-0.005268924,-0.007091049,-0.016459282,0.021354172,-0.006451899,0.024173288,1
-0.01116892,-0.015543942,-0.023856767,-0.04969996,0.007845919,0.031640094,0
-0.026176963,0.010052284,0.0010480585,0.0441315,0.013187904,0.09995197,1
-0.013607643,-0.01644773,-0.023928013,-0.013182729,-0.008772188,-0.012199097,0
-0.004081312,-0.0052628457,-0.01186396,-0.04266376,0.017629404,0.015002783,1
-0.0019914578,-0.00346471,-0.014365511,0.08283941,-0.02721111,0.033691276,1
0.0024138752,-0.0143591305,-0.021094527,-0.006795612,-0.0038416747,-0.0050051515,0
-0.0052251546,-0.012209574,-0.02266944,-0.034750503,0.00333313,0.0016503899,1
0.0013502148,0.001563888,-0.008325928,-0.05665038,0.03064026,0.10443138,1
-0.00072470313,-0.0017411857,-0.011713907,-0.013573671,0.0064787436,0.052407034,1
-0.009025518,-0.017910423,-0.027580472,-0.009280312,-0.0071233874,-0.041656822,0
-0.0015199528,-0.0012148316,-0.012539036,0.021504376,-0.0006132762,0.061549768,1
-0.0039383178,-0.017993866,-0.02639696,-0.08723295,0.009333907,-0.0057158773,0
-0.0063744383,0.009931023,-0.0020740384,-0.018927775,0.020766474,0.091390334,1
-0.042185213,-0.008556629,-0.014953519,-0.029600043,0.00788645,0.054869864,0
-0.0064634643,-0.012497861,-0.021652054,0.029527295,-0.009268146,-0.03842375,0
-0.002449296,-0.011447568,-0.020249374,0.0012349689,-0.0049780565,-0.0065878606,0
-0.012974387,-0.0055345627,-0.014244383,-0.005361914,0.008469255,0.066107094,1
0.00013986266,-0.010662214,-0.019966776,-0.019008853,-0.00010096546,-0.0047392845,1
-0.013718438,0.03946224,0.030190995,0.008166702,0.058894172,0.2156552,1
-0.014243494,-0.016023753,-0.024353676,-0.013903728,-0.0074685444,-0.003827314,0
-0.0166352,-0.012724716,-0.019167695,-0.026568545,-0.0034107522,0.009007928,0
-0.006950134,0.0003264514,-0.008570507,0.0015736439,0.010013583,0.068114415,1
-0.0024133998,-0.00987525,-0.017042108,-0.01995102,0.001183597,0.019047044,1
-0.0036059995,-0.008517419,-0.016940746,-0.06664888,0.01912375,0.0056567867,1
-0.01862713,-0.015270139,-0.0129665295,0.014790655,-0.013820072,-0.018968338,0
-0.0020163527,-0.015307884,-0.018634235,-0.013218233,0.015779158,0.058540415,0
-0.03226115,-0.01111722,-0.01866107,0.016887123,-0.008799313,-0.03095185,0
-0.009914493,-0.015995799,-0.024309924,-0.03757338,0.002536302,0.017035084,0
0.005709293,-0.013192569,-0.02212107,-0.0019691256,-0.00300383,-0.005079662,0
-0.005173801,-0.014664825,-0.025603741,-0.039180074,-0.004651493,-0.003812019,0
-0.036327757,-0.00352171,-0.013096903,0.036161803,-0.013715824,-0.008794467,1
-0.0063448283,-0.017607598,-0.027101446,0.023239482,-0.021443255,-0.04103231,0
-0.013259231,-0.016524753,-0.025191847,-0.01451567,-0.0072771544,-0.015520601,0
-0.010764075,0.0046343314,-0.0047563645,-0.07632052,0.03717328,0.101487614,1
-0.004916538,0.00811082,-0.003219935,-0.009148076,0.02271343,0.09162971,1
-0.0059978697,-0.01327701,-0.022914851,0.010957208,-0.00960967,-0.019573823,0
-0.008137407,-0.00445347,-0.012756666,-0.027271286,0.013141352,0.067931876,1
-0.0025237869,-0.015427089,-0.026571563,0.027966293,-0.010774741,-0.06510366,0
-0.012345192,-0.016102212,-0.025804147,-0.015269869,-0.0062762443,-0.0030647991,0
-0.0030933453,-0.013277054,-0.020859005,-0.018560586,-0.0021629834,-0.008323623,0
-0.007731405,-0.01179968,-0.018670779,-0.034929775,-0.0029001744,0.004513938,0
-0.021192722,0.036529478,0.024002038,0.0940066,0.020359725,0.14776047,1
-0.009408204,-0.004635125,-0.012956578,0.0066728424,0.00225806,0.053075265,1
-0.0552627,-0.010411708,-0.015914086,-0.044701096,-0.000119809105,-0.018841157,0
-0.002557616,-0.00509242,-0.014038702,-0.017968668,0.011625355,0.059301455,1
-0.012713093,-0.012696179,-0.022212693,-0.017166147,0.0061662397,0.016904293,0
-0.0046229716,-0.013744646,-0.022899851,-0.040963065,0.0017619729,0.0069939015,0
-0.0029010107,-0.015043143,-0.021949911,-0.023187736,-0.002807392,0.009035173,0
-0.011400437,-0.014566178,-0.023347402,0.007079213,-0.007407276,-0.030699547,0
-0.057468526,-0.008327988,-0.01585019,-0.0057585365,-0.003510065,-0.002938475,0
0.00027698395,-0.0075976797,-0.014643938,-0.0020157187,-0.0058454094,0.025522314,1
0.0022352831,-0.01579998,-0.02482032,0.01400789,-0.011016141,-0.044648945,0
-0.012961561,-0.015777703,-0.02359086,-0.014268109,-0.0076685487,-0.018302254,0
-0.00949724,-0.0049206773,-0.01605635,0.005217535,-0.0050265426,0.02843634,1
-0.01054102,-0.015725307,-0.025851116,-0.028227564,-0.0070108795,-0.0023741687,0
-0.0024913703,0.007422833,-0.0014882457,0.0824592,-0.0016084048,0.054111037,1
-0.014120522,-0.01756236,-0.03189609,0.014103702,-0.010534759,-0.09057921,0
-0.00039819474,-0.016782595,-0.021313507,-0.025376525,0.0026373079,-0.013466298,0
-0.0057446687,-0.011534343,-0.021649292,-0.00919875,-0.0037094713,0.024635838,0
-0.005184078,-0.012497203,-0.021297248,-0.013581882,0.0034479199,0.024662131,1
-0.013668668,-0.015596061,-0.025473239,-0.023544922,-0.0069086696,-0.0035941289,0
-0.0066755605,-0.011965072,-0.022197457,0.0052087693,-0.010943153,-0.00058214465,0
-0.008861164,-0.016501214,-0.025197824,-0.011757618,-0.00729308,-0.02013865,0
0.0051471028,-0.0046978933,-0.013495788,-0.12370434,0.04717782,0.08051362,1
-0.008192277,0.010385194,0.00013610536,0.023419945,0.009535554,0.07389556,1
-0.014446514,-0.015892815,-0.027083473,-0.03194905,-0.00064573786,-0.015671995,0
-0.006220879,-0.010485994,-0.017097708,-0.058099356,0.014577491,-0.004572655,1
0.004932099,-0.009576372,-0.020582682,0.030196132,-0.018016031,-0.026383651,1
-0.024507124,0.001176007,-0.0077195955,-0.0014529054,0.011662094,0.06969765,1
-0.0036613054,-0.015187909,-0.023479918,-0.0010747353,-0.0076378696,-0.041205302,0
0.0016360104,-0.014208337,-0.02222062,-0.01318478,-0.0047236774,-0.017734919,0
-0.004203437,-0.013365394,-0.021652266,-0.009028757,-0.0041174754,-0.017315602,0
-0.0017418615,-0.014750554,-0.02594766,0.021682376,-0.011815127,-0.030187145,0
-0.01112609,0.032548647,0.009775112,0.010213084,0.049816635,0.15695216,1
-0.004169653,-0.014293949,-0.021466626,-0.030571545,0.0013819148,0.0154682165,0
-0.005179435,0.00014773238,-0.0086645745,-0.024344709,0.013209027,0.06994622,1
-0.0183916,-0.013598697,-0.021734042,-0.003052199,-0.008294834,-0.017180318,0
-0.004719564,-0.013915816,-0.022866378,-0.022318065,-0.0015309458,0.008026614,0
-0.008196664,-0.0026062606,-0.012292837,-0.056249887,0.02077374,0.038838565,1
-0.002704843,-0.015394555,-0.02384174,0.025263319,-0.02197132,-0.028322466,0
-0.028020505,-0.0050191875,-0.015947647,-0.00034370308,-0.0023492405,0.012458845,1
0.00053667004,-0.0112358425,-0.011408838,-0.03424181,0.002129925,0.03097528,0
-0.012200511,-0.0072963354,-0.01892234,-0.0062112054,0.003510902,0.042750135,1
-0.010650426,0.02113162,0.010275441,0.06556,0.015665391,0.14039037,1
-0.011336162,0.021430053,0.011332984,0.07893694,0.010710437,0.12448375,1
-0.00029713268,-0.015270353,-0.023803964,0.0067730313,-0.009746817,-0.030003294,0
-0.015229957,-0.016877448,-0.026325792,0.007818998,-0.015414931,-0.024620116,0
-0.0018947934,-0.0026532367,-0.013548964,-0.045645054,0.018446503,0.035385344,1
-0.016893482,-0.0030869138,-0.009240373,0.001398222,0.0068536457,0.07398324,1
-0.017921755,-0.013849872,-0.023042317,-0.013697357,-0.0012886174,0.0022956175,0
-0.0120085655,-0.0041442043,-0.011790293,-0.025617303,0.015109673,0.066524334,1
-0.0045220335,-0.014105909,-0.024086189,0.011794885,-0.009866145,-0.013788802,0
-0.015421115,-0.007948361,-0.019087628,0.03231669,-0.008997321,0.05162565,1
-0.000793024,-0.0018829613,-0.01169057,-0.011757861,0.008565772,0.07289895,1
-0.008808482,-0.018150276,-0.02757139,-0.016841214,-0.0077594263,-0.008994855,0
-0.013080147,0.0066171936,-0.0034322913,0.0082107475,0.014277302,0.11025799,1
-0.004668405,-0.012864226,-0.018805083,-0.013306652,-0.0037355807,0.008151268,0
-0.005955761,0.0031014509,-0.006981328,-0.004086017,0.01231969,0.059154708,1
-0.009019265,-0.014097623,-0.024754629,0.028827466,-0.024217341,-0.0010442327,0
-0.015466821,0.0064827977,-0.0032280125,0.007929699,0.014529606,0.11094741,1
-0.019382816,-0.004214983,-0.015005739,0.0710999,-0.024802387,-0.017584119,1
-0.0016029702,-0.008954427,-0.019919878,-0.046039768,0.009608188,0.0027452502,1
-0.021689124,-0.0016966026,-0.012902778,-0.011531705,0.005277051,0.03524327,1
-0.014890567,-0.0151706,-0.026102383,-0.013074385,-0.007556053,-0.014097705,0
-0.019018413,0.007164479,-0.0031100588,0.040222306,0.005647087,0.09528128,1
-0.008901713,-0.012577184,-0.020091334,0.013351653,-0.0068032146,-0.02199193,0
0.0048991838,-0.01305764,-0.021371262,-0.017596317,0.0026028978,-0.010331827,0
0.004448514,-0.011057972,-0.017721588,-0.014359852,-0.013174115,-0.019284772,0
-0.020037226,-0.0047422783,-0.01203594,-0.055613264,0.018655026,0.0044768252,1
-0.014639778,0.014920891,0.0047682207,-0.009413394,0.030250404,0.13310021,1
-0.0037149251,-0.0126651125,-0.02249771,0.001924621,-0.007724384,-0.0025983625,0
-0.013227711,-0.0022076468,-0.01400051,-0.025713202,0.011386869,0.05692109,1
-0.012904373,-0.017707843,-0.025828216,-0.0067125377,-0.010688736,-0.021526175,0
-0.017882554,-0.008983611,-0.017446311,-0.03414448,0.006296843,-0.0032531943,1
-0.007515367,-0.013550399,-0.023485271,-0.023229199,-0.005178018,-0.010674239,0
-0.013304272,0.020013727,0.008507904,0.024361284,0.016896397,0.13395952,1
-0.011614104,-0.017286094,-0.02830216,-0.065457016,0.0026595467,-0.0018551307,0
