time,q1,q2,v1,v2
0.0,0.0,0.9189976884908241,1.3674268386993198,1.7694334987936253
0.01,0.004688586104859772,0.9143091023859641,1.3653156818457899,1.9557517262219932
0.02,0.009394352581745759,0.9096033359090783,1.2688739183000157,1.7232936420262295
0.03,0.014117299430657352,0.9048803890601668,1.1647390589943536,2.0081758322891408
0.04,0.01885742665159516,0.9001402618392289,1.2878802665872255,1.8632174707454638
0.05,0.023614734244558774,0.8953829542462654,1.3236036868556287,1.9327367718374602
0.06,0.0283892222095484,0.8906084662812754,1.2740641445461627,1.6543566643521814
0.07,0.03318089054656404,0.8858167979442598,1.2150800400825852,1.511010834470707
0.08,0.03798973925560569,0.8810079492352184,1.1209352300192754,1.7841555346389468
0.09,0.04281576833667315,0.8761819201541511,1.0641561676792877,1.507454442696653
0.1,0.047658977789766625,0.8713387107010576,1.2612665678750334,1.6401595389657768
0.11,0.0525193676148859,0.866478320875938,1.0243709391660523,1.7155549379373267
0.12,0.057396937812031396,0.8616007506787929,1.2128055599470353,1.6313779545012839
0.13,0.0622916883812027,0.8567060001096216,1.0361813794665051,1.577227200836991
0.14,0.06720361932239981,0.851794069168424,1.2680476894032089,1.6627835234302981
0.15,0.07213273063562314,0.8468649578552011,1.127467838455964,1.364754206598267
0.16,0.07707902232087227,0.8419186661699516,1.063972421471845,1.422319302371288
0.17,0.08204249437814742,0.8369551941126767,0.9649660383916484,1.538203047695913
0.18,0.08702314680744858,0.8319745416833755,1.1337045469075315,1.5460332673666168
0.19,0.09202097960877555,0.8269767088820486,0.9647704933583106,1.5156098188273892
0.2,0.09703599278212853,0.8219616957086958,0.9555213236351916,1.466169511778284
0.21,0.10206818632750751,0.8169295021633167,1.0375773611614711,1.7843379051628916
0.22,0.10711756024491231,0.8118801282459116,0.9578600147313654,1.2767153072357218
0.23,0.11218411453434313,0.806813573956481,1.1186671832780148,1.3194149045950954
0.24,0.11726784919579995,0.8017298392950242,1.0632831166035623,1.2306944318034443
0.25,0.12236876422928278,0.7966289242615411,0.8869163094273224,1.193211901943395
0.26,0.12748685963479142,0.7915108288560326,0.9387585927196455,1.2376962752682348
0.27,0.1326221354123261,0.786375553078498,0.9041107238537598,1.1357267495050039
0.28,0.13777459156188676,0.7812230969289371,0.9508546829779636,1.1738452103006212
0.29,0.14294422808347343,0.7760534604073509,0.8626652937627416,0.9885448447087376
0.3,0.1481310449770859,0.7708666435137383,0.8718732735951209,1.128511764559867
0.31,0.1533350422427244,0.7656626462480997,0.7710857168469446,1.1890884408749076
0.32,0.15855621988038893,0.7604414686104352,0.7689813572104237,1.0028426357331681
0.33,0.16379457789007923,0.7552031106007449,0.9797513877595613,1.0718042057147086
0.34,0.16905011627179556,0.7499475722190283,0.7658698242056543,1.1296594770809876
0.35000000000000003,0.17432283502553791,0.744674853465286,0.7904703436145539,1.0196765532502816
0.36,0.17961273415130607,0.7393849543395178,0.9298967505609167,0.9371213810173491
0.37,0.18491981364910043,0.7340778748417238,0.8626437824176612,0.9520661854893032
0.38,0.1902440735189204,0.7287536149719037,0.774550814507137,1.0934791666549677
0.39,0.19558551376076658,0.7234121747300573,0.878328723225376,0.9360847720831681
0.4,0.2009441343746388,0.7180535541161855,0.764465603161101,1.1673452040074612
0.41000000000000003,0.20631993536053678,0.7126777531302875,0.772285762763786,1.1545890888837207
0.42,0.21171291671846082,0.7072847717723633,0.9949445621019756,1.0665258751032027
0.43,0.21712307844841064,0.7018746100424132,0.6505592650969664,0.8858708757728073
0.44,0.22255042055038649,0.6964472679404374,0.9814359323602473,0.823003580951151
0.45,0.22799494302438833,0.6910027454664358,0.8147484689313478,0.8783975250879563
0.46,0.23345664587041617,0.6855410426204079,0.8451406906052579,0.9733844637563204
0.47000000000000003,0.23893552908847004,0.6800621594023543,0.7441503923855096,0.9083627570708691
0.48,0.24443159267854975,0.6745660958122743,0.6578551200181053,0.9109818827371469
0.49,0.24994483664065542,0.6690528518501686,0.9142673598346034,0.8977613131069745
0.5,0.25547526097478696,0.6635224275160372,0.8132265542486673,0.8466228467156377
0.51,0.26102286568094446,0.6579748228098794,0.8603273048070039,0.7830054928232354
0.52,0.26658765075912816,0.6524100377316959,0.8708371327769493,0.6802739466165612
0.53,0.2721696162093375,0.6468280722814865,0.6942807819109121,0.8086968148638001
0.54,0.2777687620315731,0.641228926459251,0.8968912353864928,0.6091884514341926
0.55,0.2833850882258344,0.6356126002649897,0.7738531305555684,0.723961251093975
0.56,0.2890185947921216,0.6299790936987025,0.79672712711886,0.6973244843950566
0.5700000000000001,0.29466928173043494,0.6243284067603891,0.7475660004001481,0.7557301911377153
0.58,0.30033714904077413,0.61866053945005,0.7466894537586326,0.6991227843933489
0.59,0.3060221967231396,0.6129754917676845,0.8350843178097327,0.7347392343142383
0.6,0.3117244247775306,0.6072732637132933,0.8903439138682082,0.7378109801379568
0.61,0.3174438332039478,0.6015538552868763,0.7473749238705645,0.7126893714482866
0.62,0.32318042200239083,0.5958172664884335,0.817688881809239,0.537451189915371
0.63,0.32893419117285966,0.5900634973179644,0.8502298536529125,0.6003003824348919
0.64,0.33470514071535473,0.5842925477754691,0.7073082087340392,0.5267073970564037
0.65,0.3404932706298756,0.5785044178609485,0.9470796195904914,0.5523637103851387
0.66,0.34629858091642246,0.5726991075744016,0.7675825154213803,0.46916349286094855
0.67,0.35212107157499556,0.5668766169158285,0.8166034119034337,0.6128039342723345
0.68,0.35796074260559424,0.5610369458852297,0.8937266707759557,0.5373292922851
0.6900000000000001,0.36381759400821895,0.5551800944826049,0.7281677222299883,0.5337104787914164
0.7000000000000001,0.3696916257828697,0.5493060627079543,0.7892328616681936,0.45913491500072123
0.71,0.3755828379295462,0.5434148505612777,0.7490539454648909,0.5032600279123495
0.72,0.38149123044824895,0.5375064580425751,0.7548390139218671,0.45915839794916835
0.73,0.3874168033389775,0.5315808851518468,0.8118806652676582,0.39843608218880633
0.74,0.39335955660173205,0.5256381318890923,0.7545276127371234,0.38319117946084574
0.75,0.3993194902365125,0.5196781982543114,0.8007406190396462,0.4220338953685185
0.76,0.4052966042433188,0.5137010842475053,0.7384963837279749,0.4271386787304079
0.77,0.41129089862215124,0.5077067898686729,0.8811591151724298,0.319902627083032
0.78,0.4173023733730096,0.5016953151178143,0.7258773943455255,0.36619863367373134
0.79,0.4233310284958939,0.4956666599949302,0.8794814415951976,0.31185382763657116
0.8,0.4293768639908041,0.48962082450002,0.8733394034084275,0.35004369546752095
0.81,0.43543987985774035,0.48355780863308356,0.8453424116743864,0.2777736328967951
0.8200000000000001,0.4415200760967026,0.47747761239412173,0.916351110794321,0.2601287828146047
0.8300000000000001,0.44761745270769066,0.47138023578313365,0.7877373325412707,0.2687672793191638
0.84,0.4537320096907047,0.4652656788001194,0.7368694841870728,0.27401036528269235
0.85,0.4598637470457448,0.4591339414450793,0.909202424372091,0.2513305532297113
0.86,0.46601266477281067,0.4529850237180134,0.8740556904183284,0.21590946613129602
0.87,0.4721787628719026,0.44681892561892167,0.7499750334104127,0.2609727219929342
0.88,0.4783620413430203,0.4406356471478038,0.9363112893256998,0.17360619431011828
0.89,0.4845625001861644,0.43443518830465966,0.8766241687549365,0.19103931950410552
0.9,0.49078013940133397,0.4282175490894901,0.8555640542663129,0.2010540849773773
0.91,0.4970149589885297,0.4219827295022944,0.8903765266769154,0.14103530568750658
0.92,0.5032669589477515,0.41573072954307283,0.8338052800722341,0.1426943692037795
0.93,0.509536139278999,0.40946154921182504,0.8789863956659796,0.11352276136841587
0.9400000000000001,0.5158224999822728,0.40317518850855105,0.9185349692012663,0.0877169961931674
0.9500000000000001,0.5221260410575724,0.39687164743325165,0.8605539427401412,0.09561335869014545
0.96,0.5284467625048976,0.39055092598592644,0.8191456892459283,0.07493492596979498
0.97,0.5347846643242492,0.38421302416657505,1.066545088279738,0.06152143547313467
0.98,0.5411397465156267,0.37785794197519745,0.9012781844034831,0.0444128850383596
0.99,0.5475120090790301,0.371485679411794,1.0552714219657253,0.027175042723641935
1.0,0.5539014520144593,0.36509623647636474,0.8485164242271017,0.015521310576599816
1.01,0.5603080753219146,0.3586896131689097,0.848013924640935,0.00048582189525713453
1.02,0.5667318790013959,0.3522658094894284,0.9685230139127244,-0.015483735577242603
1.03,0.5731728630529032,0.3458248254379209,0.8541772594375463,-0.029372305817626836
1.04,0.5796310274764362,0.33936666101438806,0.7572722064595315,-0.04647307181256997
1.05,0.5861063722719954,0.33289131621882895,0.8849210801032484,-0.05191284021623327
1.06,0.5925988974395804,0.32639879105124364,1.0222698265644414,-0.06569114362012922
1.07,0.5991086029791913,0.3198890855116329,0.9927532983264792,-0.0745132285619192
1.08,0.6056354888908285,0.3133621995999956,1.1535545590387866,-0.11026081550394516
1.09,0.6121795551744912,0.30681813331633284,0.9449013629735408,-0.11497775810508169
1.1,0.6187408018301802,0.3002568866606439,0.9240070154163813,-0.1325806703407099
1.11,0.6253192288578949,0.29367845963292916,0.9354435722211042,-0.15029148812699253
1.12,0.6319148362576357,0.2870828522331886,1.0560869520082359,-0.17233512593178857
1.1300000000000001,0.6385276240294027,0.28047006446142136,0.8525201580201635,-0.1930669259541146
1.1400000000000001,0.6451575921731953,0.2738400963176288,0.9807035759584743,-0.2044857512237856
1.1500000000000001,0.6518047406890137,0.26719294780181035,0.8905031336177075,-0.2429599716716895
1.16,0.6584690695768584,0.2605286189139657,1.085715918766671,-0.2592955700447694
1.17,0.6651505788367288,0.25384710965409535,0.9712115404824652,-0.21021772067249014
1.18,0.6718492684686254,0.2471484200221987,1.0864746311764129,-0.27008905296087243
1.19,0.6785651384725478,0.24043255001827624,1.048058845798326,-0.2892833640615479
1.2,0.6852981888484964,0.23369949964232756,0.9268577519894398,-0.2965335900308435
1.21,0.6920484195964706,0.2269492688943535,1.1674232405133513,-0.3096403486509688
1.22,0.6988158307164709,0.2201818577743532,1.1101823887033555,-0.33125258378222916
1.23,0.7056004222084974,0.21339726628232672,1.0460073894638933,-0.30885165569429973
1.24,0.7124021940725495,0.20659549441827482,1.4254153160150147,-0.2884731938587918
1.25,0.7192211463086275,0.1997765421821963,1.1491808124795182,-0.33851739532059605
1.26,0.7260572789167317,0.19294040957409236,1.0780685331359006,-0.35920631618777665
1.27,0.7329105918968618,0.18608709659396222,1.2069952352895001,-0.4059513849685362
1.28,0.739781085249018,0.17921660324180588,1.122512385487181,-0.3359440285826034
1.29,0.7466687589732,0.17232892951762413,1.061873616253525,-0.4480090796055194
1.3,0.753573613069408,0.16542407542141616,0.9751092475044375,-0.34882076056265476
1.31,0.7604956475376418,0.15850204095318238,1.0035679431429991,-0.4651917092245815
