time,q1,q2,v1,v2
0.0,0.0,0.294904658795293,-0.009516025672705805,0.2673846840237803
0.01,0.0027084036789480114,0.29219625511634506,-0.009654671748049829,0.3169178636557349
0.02,0.005420632060108117,0.28948402673518486,-0.010547583461693617,0.3458941214831457
0.03,0.008136685143480447,0.2867679736518126,-0.00966649653893382,0.3312642464860367
0.04,0.010856562929064872,0.2840480958662281,-0.009034534724909126,0.268004557846796
0.05,0.013580265416861522,0.2813243933784315,-0.00630402843642541,0.32971091708095474
0.06,0.016307792606870267,0.2785968661884227,-0.005596555914419242,0.2839008996840091
0.07,0.01903914449909117,0.2758655142962018,-0.0042865576938656245,0.2979906840586826
0.08,0.021774321093524233,0.2731303377017687,-0.002119158264169107,0.2853799072062753
0.09,0.024513322390169456,0.2703913364051235,-6.064315815768801e-05,0.28200143063411676
0.1,0.02725614838902684,0.26764851040626614,0.0020962410086079993,0.31983988902796723
0.11,0.03000279909009638,0.2649018597051966,0.00433303549797714,0.28783043555587984
0.12,0.03275327449337808,0.262151384301915,0.006587835969143959,0.23848310965924419
0.13,0.035507574598871876,0.2593970841964211,0.009874443653410118,0.23949894338493763
0.14,0.0382656994065779,0.256638959388715,0.012494096690933263,0.2189919413568036
0.15,0.04102764891649601,0.25387700987879697,0.01311803897374565,0.2682182816227233
0.16,0.04379342312862635,0.2511112356666667,0.015036021058340206,0.22072384182251895
0.17,0.046563022042968784,0.2483416367523242,0.018436021417341724,0.21473674437590146
0.18,0.04933644565952338,0.2455682131357696,0.01848539690028738,0.2113614604903689
0.19,0.052113693978290195,0.2427909648170028,0.025919135303340012,0.20350272254655352
0.2,0.05489476699926911,0.24000989179602386,0.026456519147283433,0.1846377137241308
0.21,0.05767966472246018,0.23722499407283287,0.024792758755756227,0.2095079629359112
0.22,0.060468387147863414,0.23443627164742964,0.02535139866537003,0.16524806813294143
0.23,0.06326093427547881,0.2316437245198142,0.03729652893359067,0.16697633137453455
0.24,0.06605730610530629,0.22884735268998663,0.030251078758041318,0.148542405556489
0.25,0.068857502637346,0.226047156157947,0.03978368154430382,0.14994212232012885
0.26,0.07166152387159787,0.2232431349236951,0.04390223174511327,0.14523347146875717
0.27,0.07446936980806183,0.22043528898723114,0.04074274544363891,0.12201709765929705
0.28,0.07728104044673802,0.21762361834855495,0.04548609065029113,0.13821304611370486
0.29,0.08009653578762631,0.2148081230076667,0.037646595026056884,0.1314252060855141
0.3,0.08291585583072675,0.2119888029645663,0.058996310408173776,0.1010755335148293
0.31,0.08573900057603935,0.20916565821925356,0.056966145642222805,0.11108686947544895
0.32,0.08856597002356412,0.20633868877172887,0.05041743292037299,0.13148445131192488
0.33,0.09139676417330103,0.20350789462199195,0.05729643289414606,0.10653946033551603
0.34,0.09423138302525018,0.2006732757700428,0.0560513411889015,0.10010634676220961
0.35000000000000003,0.09706982657941135,0.19783483221588155,0.06309972996471476,0.10201015281309285
0.36,0.09991209483578475,0.19499256395950823,0.06663269854744991,0.09192499766650826
0.37,0.10275818779437032,0.19214647100092266,0.0740918423037495,0.08043931611710217
0.38,0.10560810545516797,0.18929655334012502,0.07959249614517691,0.07956160171958701
0.39,0.10846184781817785,0.18644281097711513,0.07086524993511219,0.07410525533810089
0.4,0.11131941488339982,0.18358524391189315,0.08039312549904945,0.07591743647443096
0.41000000000000003,0.11418080665083402,0.18072385214445896,0.07456203421147091,0.07065435337840349
0.42,0.11704602312048032,0.17785863567481267,0.07481286109686776,0.05243646179193309
0.43,0.11991506429233877,0.1749895945029543,0.09242991422838406,0.041481856723124745
0.44,0.12278793016640938,0.17211672862888366,0.08669850906469985,0.04694141676568036
0.45,0.12566462074269213,0.16924003805260085,0.09631556561329961,0.03569679410535514
0.46,0.12854513602118708,0.1663595227741059,0.07964398238342336,0.032434186364906026
0.47000000000000003,0.13142947600189417,0.16347518279339887,0.09278818741400495,0.024461276539606502
0.48,0.13431764068481336,0.16058701811047962,0.09131000282607989,0.017359767742915318
